iLi_x,iLi_y,id,x,y,z
7.3617740027559e-18,0.19960845895783,250,0.010566243270268,20,0
7.3617740027559e-18,0.19960845895783,250,0.039433756729772,20,0
0,0.1996083870144,4498,0.06056624327033,20,0
0,0.1996083870144,4498,0.089433756729897,20,0
0,0.1996083870144,578,0.11056624327048,20,0
0,0.1996083870144,578,0.13943375673007,20,0
0,0.19960817180503,11845,0.16056624327067,20,0
0,0.19960817180503,11845,0.18943375673025,20,0
1.5274911805952e-17,0.19960800173521,9171,0.21056624327084,20,0
1.5274911805952e-17,0.19960800173521,9171,0.23943375673043,20,0
-1.073984267355e-17,0.19960776140197,1203,0.26056624327099,20,0
-1.073984267355e-17,0.19960776140197,1203,0.2894337567305,20,0
0,0.19960748506215,10602,0.31056624327103,20,0
0,0.19960748506215,10602,0.33943375673054,20,0
1.7202458323753e-17,0.19960719268848,7193,0.36056624327109,20,0
1.7202458323753e-17,0.19960719268848,7193,0.38943375673064,20,0
0,0.19960676633043,11446,0.41056624327122,20,0
0,0.19960676633043,11446,0.43943375673081,20,0
1.9223085328813e-17,0.19960638875767,5432,0.4605662432714,20,0
1.9223085328813e-17,0.19960638875767,5432,0.48943375673099,20,0
0,0.19960559224451,365,0.51056624327158,20,0
0,0.19960559224451,365,0.53943375673117,20,0
0,0.19960559224451,7861,0.56056624327174,20,0
0,0.19960559224451,7861,0.58943375673126,20,0
1.4337618497398e-17,0.19960473745524,10231,0.6105662432718,20,0
1.4337618497398e-17,0.19960473745524,10231,0.6394337567313,20,0
-9.4817540616246e-18,0.19960411842578,393,0.66056624327185,20,0
-9.4817540616246e-18,0.19960411842578,393,0.68943375673138,20,0
0,0.19960339712861,6682,0.71056624327196,20,0
0,0.19960339712861,6682,0.73943375673154,20,0
0,0.19960282788979,14919,0.76056624327214,20,0
0,0.19960282788979,14919,0.78943375673172,20,0
-2.3458874301016e-17,0.1996021043505,12776,0.81056624327232,20,0
-2.3458874301016e-17,0.1996021043505,12776,0.8394337567319,20,0
-2.6905841507465e-17,0.19960125530423,11850,0.86056624327248,20,0
-2.6905841507465e-17,0.19960125530423,11850,0.88943375673202,20,0
9.6783455460719e-18,0.19960033841649,4758,0.91056624327256,20,0
9.6783455460719e-18,0.19960033841649,4758,0.93943375673207,20,0
0,0.19959948833471,14559,0.96056624327261,20,0
0,0.19959948833471,14559,0.98943375673212,20,0
-2.9267877551008e-17,0.19959859919682,7531,1.0105662432727,20,0
-2.9267877551008e-17,0.19959859919682,7531,1.0394337567323,20,0
-2.3891071173566e-17,0.19959759318596,13249,1.0605662432729,20,0
-2.3891071173566e-17,0.19959759318596,13249,1.0894337567325,20,0
0,0.19959681528903,1371,1.1105662432731,20,0
0,0.19959681528903,1371,1.1394337567326,20,0
0,0.19959548594548,204,1.1605662432732,20,0
0,0.19959548594548,204,1.1894337567328,20,0
0,0.19959442015733,9844,1.2105662432733,20,0
0,0.19959442015733,9844,1.2394337567328,20,0
0,0.19959252753012,9289,1.2605662432734,20,0
0,0.19959252753012,9289,1.2894337567329,20,0
1.512783764386e-17,0.19959142019759,9272,1.3105662432734,20,0
1.512783764386e-17,0.19959142019759,9272,1.339433756733,20,0
-9.9978382350501e-18,0.19959020012696,1683,1.3605662432736,20,0
