id,potLi,x,y,z
134322,0.0098350733630878,0.21132486540507,0,0
134322,0.0098638041195882,0.78867513459439,0,0
134323,0.0098848699677743,1.2113248654045,0,0
134323,0.0099136921788226,1.7886751345939,0,0
5984,0.0099348178902576,2.211324865404,0,0
5984,0.0099637121961959,2.7886751345933,0,0
5985,0.0099849015697445,3.2113248654035,0,0
5985,0.010013897708922,3.7886751345928,0,0
33778,0.010035153756297,4.2113248654029,0,0
33778,0.010064230218518,4.7886751345923,0,0
33779,0.010085544867669,5.2113248654024,0,0
33779,0.010114701109872,5.7886751345917,0,0
134768,0.010136076044549,6.2113248654019,0,0
134768,0.010165317209892,6.7886751345912,0,0
134769,0.010186755220049,7.2113248654014,0,0
134769,0.010216083787669,7.7886751345907,0,0
108160,0.010237586118104,8.2113248654009,0,0
108160,0.010267003009715,8.7886751345902,0,0
108161,0.01028857008114,9.2113248654004,0,0
108161,0.010318075524431,9.7886751345898,0,0
40104,0.010339707155569,10.2113248654,0,0
40104,0.010369300427597,10.788675134589,0,0
40105,0.010390997488095,11.2113248654,0,0
40105,0.01042068168772,11.788675134589,0,0
120379,0.010442437593138,12.211324865399,0,0
120379,0.010472191632479,12.788675134588,0,0
120376,0.010494009620465,13.211324865399,0,0
120376,0.010523863432819,13.788675134588,0,0
13816,0.010545748942771,14.211324865398,0,0
13816,0.010575687455554,14.788675134588,0,0
13817,0.010597643873897,15.211324865398,0,0
13817,0.010627691411579,15.788675134587,0,0
124115,0.010649712648344,16.211324865397,0,0
124115,0.01067982824835,16.788675134586,0,0
124112,0.010701909544294,17.211324865396,0,0
124112,0.010732121166705,17.788675134586,0,0
18501,0.010754270484703,18.211324865396,0,0
18501,0.010784571924415,18.788675134585,0,0
18502,0.01080679044852,19.211324865395,0,0
18502,0.010837191145531,19.788675134584,0,0
14354,0.010859474130261,20.211324865394,0,0
14354,0.010889951679674,20.788675134583,0,0
14355,0.010912302151704,21.211324865393,0,0
14355,0.010942887227451,21.788675134582,0,0
11821,0.010965303883753,22.211324865392,0,0
11821,0.010995962251957,22.788675134581,0,0
11822,0.011018445986289,23.211324865391,0,0
11822,0.011049214322623,23.78867513458,0,0
51632,0.011071771195099,24.21132486539,0,0
51632,0.011102629380429,24.788675134579,0,0
51633,0.011125251951199,25.211324865389,0,0
51633,0.011156199778612,25.788675134578,0,0
127310,0.01117888933181,26.211324865387,0,0
127310,0.011209930516537,26.788675134576,0,0
127311,0.011232692994936,27.211324865386,0,0
127311,0.011263840057701,27.788675134575,0,0
96819,0.011286667999579,28.211324865385,0,0
96819,0.011317888033859,28.788675134575,0,0
96816,0.011340778914075,29.211324865385,0,0
96816,0.011372097927574,29.788675134574,0,0
12753,0.011395059607272,30.211324865384,0,0
12753,0.011426473069334,30.788675134573,0,0
12754,0.01144951055008,31.211324865383,0,0
12754,0.011481036655895,31.788675134572,0,0
10972,0.011504143110606,32.211324865383,0,0
10972,0.011535745013046,32.788675134572,0,0
10973,0.011558921154507,33.211324865382,0,0
10973,0.011590637648062,33.788675134572,0,0
97754,0.011613889403685,34.211324865382,0,0
97754,0.011645697887856,34.788675134572,0,0
97755,0.011669019620845,35.211324865382,0,0
97755,0.01170092729612,35.788675134572,0,0
19028,0.011724313396567,36.211324865383,0,0
19028,0.011756297735903,36.788675134572,0,0
19029,0.011779753752504,37.211324865383,0,0
19029,0.011811852442265,37.788675134573,0,0
125650,0.011835384832362,38.211324865383,0,0
125650,0.011867577827968,38.788675134573,0,0
125651,0.011891182659119,39.211324865384,0,0
125651,0.01192347926152,39.788675134573,0,0
9977,0.011947151042677,40.211324865384,0,0
9977,0.011979526949103,40.788675134574,0,0
9978,0.01200327123759,41.211324865384,0,0
9978,0.012035765933701,41.788675134574,0,0
93586,0.012059590267819,42.211324865385,0,0
93586,0.012092184862976,42.788675134575,0,0
93587,0.012116080528692,43.211324865385,0,0
93587,0.012148770106353,43.788675134575,0,0
99636,0.012172735039901,44.211324865385,0,0
99636,0.012205518878296,44.788675134575,0,0
99637,0.01222955694508,45.211324865386,0,0
99637,0.012262446326453,45.788675134576,0,0
91131,0.012286555010256,46.211324865386,0,0
91131,0.012319531777935,46.788675134576,0,0
91128,0.012343713428056,47.211324865387,0,0
91128,0.012376802157116,47.788675134576,0,0
136067,0.012401062467029,48.211324865387,0,0
136067,0.012434254137258,48.788675134577,0,0
136064,0.012458590045689,49.211324865387,0,0
136064,0.012491885313743,49.788675134577,0,0
27685,0.012516296640481,50.211324865388,0,0
27685,0.012549694357353,50.788675134577,0,0
27686,0.01257418036698,51.211324865388,0,0
27686,0.012607679672484,51.788675134578,0,0
127719,0.012632233582745,52.211324865388,0,0
127719,0.012665816807602,52.788675134578,0,0
127716,0.012690443041772,53.211324865389,0,0
127716,0.012724139939867,53.788675134579,0,0
18331,0.012748844515436,54.211324865389,0,0
18331,0.012782641772974,54.788675134579,0,0
18332,0.012807426081647,55.211324865389,0,0
18332,0.012841340814635,55.788675134579,0,0
18652,0.012866200338604,56.21132486539,0,0
18652,0.01290020308815,56.78867513458,0,0
18653,0.01292513819215,57.21132486539,0,0
18653,0.012959259413623,57.78867513458,0,0
11159,0.012984270164196,58.21132486539,0,0
11159,0.013018479584026,58.78867513458,0,0
11160,0.013043565690124,59.211324865391,0,0
11160,0.013077892786717,59.78867513458,0,0
72438,0.013103059014801,60.211324865391,0,0
