iEn_x,iEn_y,id,x,y,z
-1.0000105562676,0.00022835748743347,141912,600,166.1974033283,0
-1.0000105562676,0.00022835748743347,141912,600,168.41798128673,0
-1.0000120003159,0.00019386633358705,148444,600,170.04355717447,0
-1.0000120003159,0.00019386633358705,148444,600,172.26413513291,0
-1.0000086770476,0.00016881880697517,148441,600,173.88971102065,0
-1.0000086770476,0.00016881880697517,148441,600,176.11028897908,0
-1.000007868323,0.0001491033534684,142758,600,177.73586486682,0
-1.000007868323,0.0001491033534684,142758,600,179.95644282526,0
-1.0000078112014,0.00012441488865214,142759,600,181.582018713,0
-1.0000078112014,0.00012441488865214,142759,600,183.80259667143,0
-1.0000095886089,0.00010498009870615,148659,600,185.42817255917,0
-1.0000095886089,0.00010498009870615,148659,600,187.6487505176,0
