id,potEn,x,y,z
148461,-0.071555795443274,600,0.81278794386291,0
148461,-0.071555795443247,600,3.0333659022758,0
148462,-0.071555795443203,600,4.6589417900016,0
148462,-0.07155579544311,600,6.8795197484143,0
142738,-0.071555795443022,600,8.5050956361397,0
142738,-0.071555795442875,600,10.725673594552,0
142739,-0.071555795442742,600,12.351249482278,0
142739,-0.071555795442524,600,14.571827440691,0
142378,-0.071555795442346,600,16.197403328418,0
142378,-0.071555795442076,600,18.417981286832,0
142379,-0.071555795441855,600,20.043557174558,0
142379,-0.071555795441521,600,22.264135132972,0
145063,-0.071555795441256,600,23.889711020698,0
145063,-0.071555795440865,600,26.11028897911,0
145064,-0.071555795440558,600,27.735864866835,0
145064,-0.071555795440111,600,29.956442825245,0
145059,-0.071555795439764,600,31.582018712969,0
145059,-0.071555795439264,600,33.802596671379,0
145060,-0.071555795438879,600,35.428172559103,0
145060,-0.071555795438328,600,37.648750517513,0
148761,-0.071555795437907,600,39.274326405237,0
148761,-0.071555795437306,600,41.494904363647,0
148762,-0.071555795436847,600,43.12048025137,0
148762,-0.071555795436193,600,45.341058209781,0
145708,-0.0715557954357,600,46.966634097504,0
145708,-0.071555795435008,600,49.187212055914,0
145705,-0.071555795434484,600,50.812787943638,0
145705,-0.071555795433744,600,53.033365902048,0
147266,-0.071555795433188,600,54.658941789772,0
147266,-0.071555795432407,600,56.879519748182,0
147267,-0.071555795431822,600,58.505095635906,0
147267,-0.071555795431004,600,60.725673594316,0
147264,-0.071555795430392,600,62.351249482041,0
147264,-0.07155579542954,600,64.571827440456,0
147261,-0.071555795428904,600,66.197403328184,0
147261,-0.071555795428019,600,68.417981286602,0
148910,-0.071555795427361,600,70.043557174332,0
148910,-0.071555795426446,600,72.26413513275,0
148911,-0.071555795425768,600,73.889711020479,0
148911,-0.071555795424828,600,76.110288978897,0
146117,-0.071555795424133,600,77.735864866627,0
146117,-0.071555795423172,600,79.956442825045,0
146118,-0.071555795422461,600,81.582018712774,0
146118,-0.071555795421482,600,83.802596671192,0
144382,-0.07155579542076,600,85.428172558922,0
144382,-0.071555795419766,600,87.64875051734,0
144383,-0.071555795419034,600,89.274326405069,0
144383,-0.071555795418029,600,91.494904363487,0
149085,-0.071555795417291,600,93.120480251217,0
149085,-0.071555795416278,600,95.341058209635,0
149086,-0.071555795415536,600,96.966634097364,0
149086,-0.071555795414519,600,99.187212055782,0
148970,-0.071555795413775,600,100.81278794351,0
148970,-0.071555795412758,600,103.03336590193,0
148971,-0.071555795412016,600,104.65894178966,0
148971,-0.071555795411003,600,106.87951974808,0
144477,-0.071555795410264,600,108.50509563581,0
144477,-0.071555795409259,600,110.72567359423,0
144478,-0.071555795408527,600,112.35124948195,0
144478,-0.071555795407532,600,114.57182744037,0
143365,-0.07155579540681,600,116.1974033281,0
143365,-0.071555795405829,600,118.41798128652,0
143366,-0.07155579540512,600,120.04355717425,0
143366,-0.07155579540416,600,122.26413513267,0
148642,-0.071555795403464,600,123.8897110204,0
148642,-0.071555795402523,600,126.11028897882,0
148643,-0.071555795401844,600,127.73586486655,0
148643,-0.07155579540093,600,129.95644282498,0
145082,-0.07155579540027,600,131.58201871272,0
145082,-0.071555795399384,600,133.80259667116,0
145083,-0.071555795398746,600,135.4281725589,0
145083,-0.071555795397889,600,137.64875051733,0
142349,-0.071555795397275,600,139.27432640507,0
142349,-0.071555795396452,600,141.49490436351,0
142350,-0.071555795395867,600,143.12048025125,0
142350,-0.071555795395092,600,145.34105820968,0
149074,-0.071555795394536,600,146.96663409742,0
149074,-0.071555795393793,600,149.18721205586,0
149075,-0.071555795393266,600,150.8127879436,0
149075,-0.071555795392569,600,153.03336590203,0
144913,-0.071555795392076,600,154.65894178977,0
144913,-0.071555795391425,600,156.87951974821,0
144914,-0.071555795390966,600,158.50509563595,0
144914,-0.071555795390361,600,160.72567359438,0
141911,-0.071555795389935,600,162.35124948212,0
141911,-0.071555795389377,600,164.57182744056,0
141912,-0.071555795388993,600,166.1974033283,0
141912,-0.0715557953885,600,168.41798128673,0
148444,-0.071555795388155,600,170.04355717447,0
148444,-0.071555795387706,600,172.26413513291,0
148441,-0.071555795387399,600,173.88971102065,0
148441,-0.07155579538701,600,176.11028897908,0
142758,-0.071555795386745,600,177.73586486682,0
142758,-0.071555795386407,600,179.95644282526,0
142759,-0.071555795386185,600,181.582018713,0
142759,-0.071555795385918,600,183.80259667143,0
148659,-0.071555795385741,600,185.42817255917,0
148659,-0.071555795385526,600,187.6487505176,0
148660,-0.071555795385393,600,189.27432640535,0
148660,-0.071555795385245,600,191.49490436378,0
148714,-0.071555795385155,600,193.12048025152,0
148714,-0.071555795385059,600,195.34105820995,0
148715,-0.071555795385013,600,196.9666340977,0
148715,-0.071555795384982,600,199.18721205613,0
