iEn_x,iEn_y,id,x,y,z
-0.49690102672333,3.7264803520709e-06,141748,-5,0.4165538212311,0
-0.49690102672333,3.7264803520709e-06,141748,-5,1.5546000249214,0
-0.4968808466927,8.3452968998308e-06,141751,-5,2.3877076673836,0
-0.4968808466927,8.3452968998308e-06,141751,-5,3.525753871074,0
-0.49681443036981,2.7300829825887e-05,140977,-5,4.3588615135362,0
-0.49681443036981,2.7300829825887e-05,140977,-5,5.4969077172266,0
-0.49673530573473,3.5166548688922e-05,140976,-5,6.3300153596888,0
-0.49673530573473,3.5166548688922e-05,140976,-5,7.4680615633789,0
-0.49659735305528,4.5214038817925e-05,141005,-5,8.301169205841,0
-0.49659735305528,4.5214038817925e-05,141005,-5,9.439215409531,0
-0.49646754396001,5.3822402470343e-05,141004,-5,10.272323051993,0
-0.49646754396001,5.3822402470343e-05,141004,-5,11.410369255683,0
-0.4962678936835,6.050948510698e-05,141057,-5,12.243476898145,0
-0.4962678936835,6.050948510698e-05,141057,-5,13.381523101836,0
-0.49609102806644,7.2703097281036e-05,141056,-5,14.214630744298,0
-0.49609102806644,7.2703097281036e-05,141056,-5,15.352676947989,0
-0.49582662759575,7.8027923369709e-05,141113,-5,16.185784590451,0
-0.49582662759575,7.8027923369709e-05,141113,-5,17.323830794141,0
-0.49560025153346,9.2258003993548e-05,141112,-5,18.156938436603,0
-0.49560025153346,9.2258003993548e-05,141112,-5,19.294984640293,0
-0.49527030549682,9.5581082579192e-05,141165,-5,20.128092282755,0
-0.49527030549682,9.5581082579192e-05,141165,-5,21.266138486445,0
-0.49499433838465,0.00011190925403739,141164,-5,22.099246128907,0
-0.49499433838465,0.00011190925403739,141164,-5,23.237292332597,0
-0.49459862570176,0.0001131539980007,141241,-5,24.070399975059,0
-0.49459862570176,0.0001131539980007,141241,-5,25.208446178749,0
-0.49427288813199,0.00013171426677341,141240,-5,26.041553821211,0
-0.49427288813199,0.00013171426677341,141240,-5,27.179600024901,0
-0.49381106738516,0.00013074053481915,141305,-5,28.012707667363,0
-0.49381106738516,0.00013074053481915,141305,-5,29.150753871053,0
-0.49343544220606,0.00015162693777816,141304,-5,29.983861513515,0
-0.49343544220606,0.00015162693777816,141304,-5,31.121907717204,0
-0.49290741157143,0.00014826237355324,141337,-5,31.955015359665,0
-0.49290741157143,0.00014826237355324,141337,-5,33.093061563353,0
-0.49248196269314,0.00017159815631597,141336,-5,33.926169205814,0
-0.49248196269314,0.00017159815631597,141336,-5,35.064215409502,0
-0.49188760770833,0.00016577527424058,141383,-5,35.897323051963,0
-0.49188760770833,0.00016577527424058,141383,-5,37.035369255651,0
-0.4914122496742,0.00019168489240948,141382,-5,37.868476898111,0
-0.4914122496742,0.00019168489240948,141382,-5,39.006523101799,0
-0.49075137087446,0.00018326663815679,141391,-5,39.83963074426,0
-0.49075137087446,0.00018326663815679,141391,-5,40.977676947948,0
-0.49022605365176,0.00021187541990656,141390,-5,41.810784590408,0
-0.49022605365176,0.00021187541990656,141390,-5,42.948830794096,0
-0.48949843591859,0.00020075500907321,141399,-5,43.781938436557,0
-0.48949843591859,0.00020075500907321,141399,-5,44.919984640245,0
-0.48892305971973,0.00023219025595023,141398,-5,45.753092282705,0
-0.48892305971973,0.00023219025595023,141398,-5,46.891138486393,0
-0.4881284073004,0.0002182701679763,141427,-5,47.724246128854,0
-0.4881284073004,0.0002182701679763,141427,-5,48.862292332542,0
-0.48750279391345,0.00025265962452362,141426,-5,49.695399975002,0
-0.48750279391345,0.00025265962452362,141426,-5,50.833446178691,0
-0.48664080208277,0.00023576564802687,141463,-5,51.666553821151,0
-0.48664080208277,0.00023576564802687,141463,-5,52.804600024839,0
-0.48596494334876,0.00027319699574685,141462,-5,53.6377076673,0
-0.48596494334876,0.00027319699574685,141462,-5,54.775753870988,0
