id,potEn,x,y,z
140985,-2.4779167311834e-09,0,19.113307901831,0
140973,-2.4823711125532e-09,0,11.154124228351,0
140980,-2.4806689791395e-09,0,14.713222710458,0
140980,-2.4809756906772e-09,0,14.138818105906,0
140981,-2.4801092464044e-09,0,15.708120669643,0
140981,-2.4804368160963e-09,0,15.133716065091,0
140984,-2.4782106480162e-09,0,18.692814547197,0
140984,-2.4786018077259e-09,0,18.118409942646,0
140985,-2.4775048951729e-09,0,19.687712506382,0
140973,-2.4821280463106e-09,0,11.728528832903,0
140996,-2.4751688426816e-09,0,22.672406383937,0
140996,-2.475644446919e-09,0,22.098001779386,0
140997,-2.4743164203129e-09,0,23.667304343122,0
140997,-2.4748129990249e-09,0,23.092899738571,0
141008,-2.4715402274759e-09,0,26.651998220677,0
141008,-2.4721007042495e-09,0,26.077593616125,0
141009,-2.4705405552185e-09,0,27.646896179862,0
141009,-2.471122186803e-09,0,27.07249157531,0
140972,-2.4827634807033e-09,0,10.159226269166,0
140972,-2.4825413766855e-09,0,10.733630873718,0
140951,-2.4845785977454e-09,0,2.2000425956865,0
140951,-2.4845251790357e-09,0,2.7744472002382,0
140948,-2.4844780545124e-09,0,3.1949405548715,0
140948,-2.4844027266301e-09,0,3.7693451594232,0
140927,-2.4843397977394e-09,0,4.1898385140565,0
140927,-2.484243200695e-09,0,4.7642431186081,0
140924,-2.4841653241823e-09,0,5.1847364732414,0
140924,-2.4840491586372e-09,0,5.759141077793,0
140895,-3.7084278598571e-09,0,188.24596096302,0
140895,-4.0749372161041e-09,0,188.82036556757,0
140894,-3.2003425295486e-09,0,187.25106300384,0
140894,-3.47408091989e-09,0,187.82546760839,0
140863,-2.3135941982866e-09,0,95.720450759072,0
141049,-2.4619713441847e-09,0,35.03167524879,0
141101,-2.4495353481378e-09,0,43.565263526821,0
141100,-2.4520276352924e-09,0,41.995960963085,0
141100,-2.4511259023373e-09,0,42.570365567636,0
141078,-1.9439492823582e-09,0,170.33779769769,0
141078,-1.9415635805619e-09,0,170.91220230224,0
141077,-1.9485297534397e-09,0,169.34289973851,0
141077,-1.9458158627551e-09,0,169.91730434306,0
141073,-2.4565105127467e-09,0,39.01126708553,0
141073,-2.4556732548488e-09,0,39.585671690081,0
141072,-2.4579315563053e-09,0,38.016369126345,0
141072,-2.4571156227982e-09,0,38.590773730896,0
141054,-1.9348072173333e-09,0,174.31738953443,0
141054,-1.9356339676466e-09,0,174.89179413898,0
141053,-1.9350237442535e-09,0,173.32249157525,0
141053,-1.9346437084679e-09,0,173.8968961798,0
140863,-2.3114904794839e-09,0,96.294855363623,0
141049,-2.4612194238889e-09,0,35.606079853342,0
141048,-2.4632446145075e-09,0,34.036777289605,0
141048,-2.4625139923755e-09,0,34.611181894157,0
141046,-1.9671020013544e-09,0,178.29698137117,0
141046,-1.9794427670482e-09,0,178.87138597572,0
141045,-1.9516060050686e-09,0,177.30208341199,0
141045,-1.959643163462e-09,0,177.87648801654,0
141021,-2.46684077789e-09,0,31.05208341205,0
141021,-2.466174081569e-09,0,31.626488016602,0
141020,-2.4679670113886e-09,0,30.057185452865,0
141020,-2.4673211919873e-09,0,30.631590057417,0
141018,-2.1468721567335e-09,0,182.27657320791,0
141018,-2.2000226071291e-09,0,182.85097781246,0
141017,-2.0756102752078e-09,0,181.28167524873,0
141017,-2.1135359728667e-09,0,181.85607985328,0
140750,-2.3661364014613e-09,0,79.802083412113,0
140766,-2.3391657837694e-09,0,88.335671690144,0
140763,-2.1980178525119e-09,0,123.57759361606,0
140763,-2.1952921979683e-09,0,124.15199822061,0
140760,-2.1932853284197e-09,0,124.57249157524,0
140760,-2.1905281133921e-09,0,125.14689617979,0
140759,-2.3507089017368e-09,0,84.776573208037,0
140759,-2.3488589685096e-09,0,85.350977812589,0
140758,-2.3538926650543e-09,0,83.781675248852,0
140758,-2.3520576766608e-09,0,84.356079853404,0
140755,-2.1788933206202e-09,0,127.55718545277,0
140755,-2.1761097975517e-09,0,128.13159005732,0
140752,-2.1740651900871e-09,0,128.55208341195,0
140752,-2.1712627416806e-09,0,129.12648801649,0
140751,-2.3631506942059e-09,0,80.796981371298,0
140751,-2.3614076682792e-09,0,81.371385975849,0
140766,-2.3410527845827e-09,0,87.761267085592,0
140750,-2.3644177544432e-09,0,80.376488016664,0
140747,-2.1593407825427e-09,0,131.53677728948,0
140747,-2.1564648033798e-09,0,132.11118189403,0
140744,-2.1543512511586e-09,0,132.53167524867,0
140744,-2.151452898269e-09,0,133.10607985322,0
140719,-2.3748826741552e-09,0,76.817389534558,0
140719,-2.3732248981279e-09,0,77.391794139109,0
140718,-2.377723819664e-09,0,75.822491575373,0
140718,-2.3760881565476e-09,0,76.396896179925,0
140711,-2.1391421707873e-09,0,135.51636912622,0
140711,-2.1361766944844e-09,0,136.09077373077,0
140708,-2.1339980086887e-09,0,136.5112670854,0
140708,-2.1310112047038e-09,0,137.08567168996,0
140699,-2.3860280940772e-09,0,72.837797697818,0
140699,-2.3844563835055e-09,0,73.41220230237,0
140818,-2.298939455885e-09,0,99.700042595796,0
140860,-2.309943429731e-09,0,96.715348718256,0
140855,-2.246975577552e-09,0,112.63371606511,0
140855,-2.2444922198507e-09,0,113.20812066965,0
140854,-2.2512389872905e-09,0,111.63881810593,0
140854,-2.248783368439e-09,0,112.21322271048,0
140827,-2.2797283900154e-09,0,104.67453239168,0
140827,-2.2774447060061e-09,0,105.24893699623,0
140826,-2.2836505165365e-09,0,103.67963443251,0
140826,-2.2813912319354e-09,0,104.25403903705,0
140823,-2.2676528871454e-09,0,107.65922626922,0
140823,-2.2653050113272e-09,0,108.23363087376,0
140820,-2.2635827388902e-09,0,108.65412422839,0
140820,-2.261225278906e-09,0,109.22852883294,0
140819,-2.2951837500114e-09,0,100.69494055497,0
140819,-2.2929901735413e-09,0,101.26934515952,0
141101,-2.4504580960069e-09,0,42.99085892227,0
140818,-2.2967778554109e-09,0,100.27444720034,0
140811,-2.2340098054417e-09,0,115.61840994264,0
140811,-2.2314954962e-09,0,116.19281454719,0
140808,-2.2296487478059e-09,0,116.61330790182,0
140808,-2.2271176466064e-09,0,117.18771250636,0
140799,-2.3242123434844e-09,0,92.735756881517,0
140799,-2.3222040348237e-09,0,93.310161486069,0
140798,-2.3276514139836e-09,0,91.740858922332,0
140798,-2.3256719643312e-09,0,92.315263526884,0
140795,-2.2163104639454e-09,0,119.59800177935,0
140795,-2.2136993234558e-09,0,120.1724063839,0
