time,cLi_s1,cLi_s2,cLi_s3,cLi_s4,cLi_s5,cLi_s6
0,0,0,0,0,0,0
1,0.019652919872022,0.00032478573740141,5.9086435013006e-07,1.1113104833101e-09,2.0537032162879e-12,3.8239376374814e-15
2.5,0.032208606870819,0.0010560937067104,8.5176024685545e-06,5.5728719304168e-08,3.3881715502454e-10,2.0499762854733e-12
4.75,0.043739919325974,0.0024917373500227,5.9081294650151e-05,1.0728306839346e-06,1.7397616793201e-08,2.778978822287e-10
8.125,0.054987365913133,0.0050391135315418,0.00026792985412874,1.1144056060724e-05,4.0595806755594e-07,1.4565335188033e-08
13.1875,0.066012531807324,0.0090427250449027,0.00089406894884737,7.2614261116913e-05,5.1564201661476e-06,3.6617764460721e-07
20.78125,0.076702041536104,0.01464980380866,0.0023400418258764,0.0003248186025954,3.9943300506375e-05,5.0739892740763e-06
28.375,0.084315029719225,0.019675983553854,0.0040814961891579,0.0007479869649442,0.00012010386417183,1.9797367473349e-05
39.765625,0.09218071602696,0.026025384005696,0.0069300870046345,0.0016993779219527,0.00037512904979131,8.8748014005992e-05
40,0.092341120992354,0.026155542262703,0.0069887830565877,0.0017190835289705,0.00038043340006387,9.0186776225859e-05
