time,cLi_s1,cLi_s2,cLi_s3,cLi_s4,cLi_s5,cLi_s6
0,0.14055519865605,0.14199452735191,0.14490050376432,0.14930600188522,0.15521941288024,0.16258557325583
2,0.14056870782158,0.142007597552,0.14491256598556,0.14931624046368,0.15522667773375,0.16252974834182
5,0.14058895762013,0.14202718734232,0.1449306415244,0.14933157906244,0.15523754529042,0.16244610662851
9.5,0.14061930088187,0.14205653712838,0.14495771486911,0.14935454363699,0.15525362883857,0.16232100905907
10,0.14062267196733,0.14205979778497,0.14496072252535,0.14935709472161,0.15525541298576,0.16230711405826
