time,cLi_s1,cLi_s2,cLi_s3,cLi_s4,cLi_s5,cLi_s6
0,0,0,0,0,0,0
1,0.011632401208008,0.0037008889652533,0.0037093495284796,0.0036912467083895,0.003687455455174,0.0018307946320217
2.5,0.018915039565857,0.0061882863587303,0.0061446512395654,0.0061337528364732,0.0060984081101967,0.0031766486921516
4.75,0.025857695486019,0.0088596277433445,0.0086128495721264,0.0086053900045911,0.0085172755864658,0.0046843426557343
8.125,0.032950142471921,0.012092240643697,0.011373824234321,0.011349200796236,0.011168937762326,0.0065334565225042
11.5,0.038348254292061,0.014925013798864,0.013671282578854,0.01360311345373,0.013324148088764,0.0081657352139367
16.5625,0.04441377467094,0.018607756351462,0.016571473358005,0.016385774440989,0.015957117189529,0.010328368282558
24.15625,0.051128294813157,0.023274663710167,0.020254154312994,0.019826956284423,0.019186054440957,0.013174807789225
31.75,0.056444403643322,0.027320653696355,0.023504858676999,0.022813356117082,0.021976977182425,0.015742914374717
43.140625,0.062597834944865,0.032412820929156,0.027725640303812,0.026654343044646,0.025564439978904,0.01915487255372
54.53125,0.067604249284104,0.036800489627068,0.03146493371051,0.030055229976975,0.028747984319834,0.022237506230329
65.921875,0.071824253015029,0.040656807558851,0.034828305609373,0.033126120575434,0.031633076578918,0.025059831348093
83.0078125,0.076985591816499,0.045577304892747,0.03923242368213,0.037183369218629,0.035468587472376,0.028841347056837
100.09375,0.081335493482087,0.049857643856639,0.043139765862668,0.040816454121339,0.038923905578498,0.03226429864613
117.1796875,0.0850898029531,0.053644648671729,0.046649953521666,0.044108258650278,0.042071887537276,0.03539331667958
142.80859375,0.089780534442206,0.058505315561002,0.05122977563239,0.048448503845376,0.046250874553974,0.039562262721809
168.4375,0.093786926140342,0.062748131031126,0.055276712299978,0.05231645215395,0.049996076009958,0.043310188493865
194.06640625,0.097274213033582,0.066508908219668,0.058897958438793,0.055801399295766,0.053386107048166,0.0467121710557
232.509765625,0.10166124400029,0.071340095942545,0.063597717368278,0.060359092838949,0.057843290685265,0.05120053043788
270.953125,0.10542041775413,0.075555946036808,0.067730869368927,0.064390967080603,0.061802773838457,0.055200294386489
309.396484375,0.10869599560337,0.079289191594697,0.071413444460017,0.067999973865776,0.06535891484699,0.058802834894871
347.83984375,0.11158840816306,0.082634099459768,0.074729580602946,0.071261995400679,0.06858202449869,0.062076403238945
405.5048828125,0.11527829081763,0.086978901752851,0.079062381242465,0.075542107801934,0.07282453685648,0.066398907874046
463.169921875,0.11846895241766,0.090799766905785,0.082891085889281,0.079336830474488,0.076595490103402,0.070252160516514
520.8349609375,0.12126546845098,0.094201798534152,0.086314133585284,0.082738660608099,0.079983083755259,0.073722879971379
578.5,0.12374384526152,0.097261754743495,0.089404145962308,0.085816444340507,0.083053390399617,0.076876167819979
664.99755859375,0.12691394345602,0.10125060378199,0.0934508515153,0.089858009437165,0.087093668961307,0.081038013802339
751.4951171875,0.12965657946407,0.10476525474631,0.097031214412271,0.093441860833524,0.090682717261102,0.084745510985242
837.99267578125,0.1320582497581,0.10789716061112,0.1002338158862,0.096653795283646,0.093904222601817,0.088082066607021
924.490234375,0.13418270838364,0.11071410511915,0.10312466178568,0.099558044109068,0.096821063547211,0.091110425173056
1054.2365722656,0.1368902004074,0.11438229486078,0.10690762102162,0.10336700040636,0.10065314684077,0.095100956389205
1183.9829101562,0.13922169722036,0.1176081249418,0.11024991481999,0.10673898457785,0.10405081718219,0.098649358142858
1313.7292480469,0.141252523766,0.12047525077664,0.11323399623203,0.10975513628693,0.10709422424319,0.10183639962216
1443.4755859375,0.14303869474952,0.1230461889717,0.11592167508497,0.11247643994781,0.109843732566,0.10472294960365
1573.2219238281,0.14462276021604,0.12536879180376,0.11836036499042,0.11494977295757,0.11234581724733,0.10735594034772
1767.8414306641,0.14664449453082,0.12840502274511,0.12156830570439,0.11821101520993,0.11565065562297,0.11084386594832
1800,0.14696920827564,0.12889528082035,0.12208683968214,0.11873836818853,0.11618520703155,0.11140844378674
