time,cLi_s1,cLi_s2,cLi_s3,cLi_s4,cLi_s5,cLi_s6
0,0.12400955278388,0.080177815185927,0.045074088167704,0.019516324631594,0.0088284301059691,0.004715722369711
10,0.12068270676763,0.079434336891509,0.045131460761816,0.021374491251602,0.011088682932963,0.01365919754022
25,0.11589333528448,0.078204278505276,0.045684068485998,0.024214201437764,0.015852548439523,0.025092117339439
47.5,0.10926729870515,0.076555470051925,0.047100657066533,0.02873873074751,0.023748731116308,0.039880437258646
81.25,0.10075478301104,0.074633742039216,0.049933527444953,0.035698243252709,0.035220576721993,0.059574164117033
131.875,0.091130247922497,0.072814686575383,0.054627674755765,0.04561839484693,0.050734511499068,0.086674174156245
207.8125,0.082292294447511,0.071760807565652,0.061123033191287,0.058032648764696,0.068695100479527,0.11264148688043
321.71875,0.076638740609003,0.072356358090417,0.068767095664985,0.071217856596742,0.0856189354772,0.12661973245832
492.578125,0.075803397286065,0.075527356173492,0.077125031621762,0.083821107974846,0.10024208838073,0.13637454611167
748.8671875,0.080045748562594,0.081835753387612,0.086381810447722,0.09553521934382,0.11247651870925,0.14350836212284
1133.30078125,0.088607091074558,0.091202734899633,0.096900237144762,0.1067945963409,0.12291081678299,0.14891520782536
1709.951171875,0.10030299047645,0.10300530284705,0.10870873462459,0.11807225963081,0.13229729848717,0.1532908848482
2574.9267578125,0.11384310849249,0.11628627051466,0.12134374254441,0.12937937903906,0.14101064583232,0.15702535634954
3600,0.12569381419895,0.12776636532185,0.13200002256864,0.13857060418389,0.14774517159429,0.15974269193786
