time,cLi_avg,q_left
0,0,0
1,0.019172781633866,-0.00034133953567244
2,0.028531200769083,-0.00012297208810681
3,0.035288961663049,-2.6978881763554e-05
4,0.040738652107676,2.6194929627761e-05
5,0.045372487841877,5.5364940319238e-05
6.5,0.051175114838739,7.3216507331299e-05
8,0.056190659186663,7.846122141602e-05
9.5,0.060627609816257,7.8068205388257e-05
11,0.064617680537669,7.5298905829068e-05
12.5,0.068249816714544,7.1673007557576e-05
14,0.071587197672896,6.7886947657449e-05
15.5,0.074676511599269,6.4245537910472e-05
17.75,0.078859012297643,5.9350858237271e-05
20,0.082669234804532,5.5112761912136e-05
22.25,0.086166292312606,5.1448546648585e-05
24.5,0.089395525670758,4.8262342040294e-05
26.75,0.092392576962557,4.54681237752e-05
29,0.095186059916606,4.2994985095669e-05
32.375,0.0989894951256,3.9810085492715e-05
35.75,0.1024631680009,3.706896938734e-05
39.125,0.10565234450891,3.4672733349927e-05
42.5,0.10859353405837,3.2550991346558e-05
45.875,0.11131664222796,3.0652612313676e-05
49.25,0.11384650146568,2.8939556927686e-05
52.625,0.11620397774174,2.7382829858716e-05
56,0.11840678634333,2.5959824368479e-05
59.375,0.12047010457009,2.4652556256345e-05
62.75,0.12240703980217,2.3446464423703e-05
66.125,0.12422899261273,2.2329577245519e-05
69.5,0.1259459423665,2.1291919907585e-05
72.875,0.12756667464498,2.0325084027925e-05
76.25,0.12909896437129,1.9421908990635e-05
79.625,0.1305497247486,1.8576241783023e-05
83,0.13192512949774,1.7782753063487e-05
86.375,0.13323071401024,1.7036794220897e-05
89.75,0.13447145968448,1.633428480259e-05
93.125,0.13565186472607,1.567162277721e-05
96.5,0.1367760039686,1.504561232432e-05
101.5625,0.13834737051816,1.4176880954601e-05
106.625,0.13981439162014,1.3375615745797e-05
111.6875,0.14118632494531,1.2634235437156e-05
116.75,0.14247135495458,1.1946359408741e-05
121.8125,0.14367674328478,1.130660036389e-05
126.875,0.14480895676518,1.0710357291689e-05
131.9375,0.14587377526278,1.0153650549402e-05
137,0.14687638251149,9.633000411308e-06
142.0625,0.14782144282588,9.1453383376826e-06
149.65625,0.14912294186606,8.477705433071e-06
157.25,0.1503201458889,7.8694545446933e-06
164.84375,0.15142336067871,7.3135024618321e-06
172.4375,0.1524416170298,6.8039755418026e-06
180.03125,0.15338285964595,6.3359384359038e-06
187.625,0.15425410567974,5.905175112889e-06
195.21875,0.15506157693365,5.5080349667585e-06
200,0.15554616549127,5.2709869346646e-06
