time,cLi_s1,cLi_s2,cLi_s3,cLi_s4,cLi_s5,cLi_s6
0,0,0,0,0,0,0
1,0.020165334409855,0.006471071088797,0.0064814756775072,0.0063781194563849,0.00095750343105122,1.5810953316824e-06
2.5,0.033170421303566,0.01102123165468,0.010921113421041,0.010623872455666,0.0020271750200682,1.7228406468093e-05
4.75,0.045283941057213,0.015924353524639,0.015391719159831,0.014765297844055,0.0034555824169409,9.1812780332505e-05
8.125,0.057326072235223,0.021912229888371,0.02037123213135,0.019204050193431,0.0053769065231073,0.0003312538107771
13.1875,0.069437605980133,0.029467277049369,0.026219282667188,0.024168925432203,0.0079281985595412,0.00093273571834717
20.78125,0.081577381799383,0.038831904830105,0.033299924949419,0.029878357571952,0.011282373828288,0.002213554100278
28.375,0.090493994197557,0.046785337317972,0.039376502529068,0.034627218805458,0.01432208183644,0.0037485855863361
35.96875,0.097447360294169,0.053666846592452,0.044749185801211,0.038766449236722,0.017142779662127,0.0054528770576919
47.359375,0.10528482198114,0.062245886768055,0.051681343092588,0.044113353971102,0.021048141593977,0.0082207926736201
58.75,0.1114647145697,0.069534648248868,0.057756795821605,0.048858676718856,0.024717620838899,0.011094253830795
70.140625,0.11650523106846,0.075834942134237,0.063152669816525,0.053149649107929,0.028200594296975,0.014007557392662
81.53125,0.12071928610816,0.081356014486704,0.067994552741791,0.057078472426116,0.031525720898654,0.016919165061574
92.921875,0.12430900438322,0.086248316780005,0.072375932563713,0.060707774410766,0.034710922134419,0.019802512801468
110.0078125,0.128693787166,0.092500854597014,0.07812593618334,0.065612083636508,0.039209536979504,0.024014761223989
127.09375,0.13233917979485,0.097907472515234,0.083215846557706,0.07007295484578,0.043455636446161,0.028088634223199
144.1796875,0.13542038953324,0.10263913263739,0.087765859542906,0.074161360360577,0.047470749188799,0.032012581877442
161.265625,0.13805992674753,0.10682142440165,0.091867068750053,0.077931477456666,0.051273401572499,0.035783232190963
178.3515625,0.14034639154372,0.11054912304349,0.095589918603458,0.081425844621636,0.054880047722849,0.039401990198832
180,0.14056374059746,0.11090468885568,0.095945675353757,0.081760452371348,0.055226227227331,0.039749738966535
