time,cLi_s1,cLi_s2,cLi_s3,cLi_s4,cLi_s5,cLi_s6
0,0,0,0,0,0,0
1,0.020165318322479,0.0064456996168345,0.0021311325329473,5.2189624952663e-06,1.0028686614388e-08,1.8066181308209e-11
2.5,0.033170138477264,0.010928525391661,0.0039030720910703,4.3228611049653e-05,3.0550525905932e-07,1.869385878269e-09
4.75,0.045281576393845,0.015678460090478,0.0059483917516245,0.00018470045994627,3.7462629796142e-06,6.3325066385859e-08
8.125,0.057313337764641,0.021372356540277,0.0084854809714336,0.00055569586992299,2.6112474984824e-05,1.0301869306918e-06
13.1875,0.069387352816006,0.028421217992161,0.01175586945648,0.0013431248422093,0.00012215470682414,9.7831082284463e-06
20.78125,0.081421418681549,0.036981272500179,0.016060199155579,0.0028014854934918,0.00042599964992924,6.1566112612046e-05
28.375,0.0901914620087,0.044126278370253,0.019960904015812,0.0044046419230858,0.00087719184606196,0.00017080227970608
35.96875,0.096967125080508,0.050214910621705,0.023539263082821,0.0060777469354888,0.0014531344390734,0.00035001096826029
47.359375,0.10449471944753,0.057668062844466,0.028316377689996,0.0086181255104245,0.0025255745697266,0.00079104531495992
58.75,0.11034294546247,0.063901307225363,0.032598879408909,0.011120456445991,0.0037467857212743,0.0013995005037335
70.140625,0.11504441636573,0.069216402806772,0.036463962649616,0.013551064162653,0.0050722884409716,0.0021598851328557
81.53125,0.11892150982167,0.073819622507072,0.039975082886333,0.015895555055457,0.0064697747176489,0.0030520641917994
92.921875,0.12218241015488,0.07785732472034,0.043184550470047,0.018150034192398,0.0079158399704633,0.0040549535210014
100,0.12400955278388,0.080177815185927,0.045074088167704,0.019516324631594,0.0088284301059691,0.004715722369711
