time,cLi_s1,cLi_s2,cLi_s3,cLi_s4,cLi_s5,cLi_s6
0,0,0,0,0,0,0
1,0.020165334407521,0.0064710694323162,0.0064706561103601,0.0043752027189676,4.9567125389956e-05,9.1106835152105e-08
2.5,0.033170421128623,0.011021193651557,0.010893901999016,0.0075210077239042,0.0002403538029308,1.8070905317157e-06
4.75,0.045283935997248,0.015923935408769,0.015330646984961,0.010716823448728,0.00068939909509296,1.5629767099482e-05
8.125,0.057325997390059,0.021909435900253,0.020234803142143,0.01424216529031,0.0015379235473568,8.2782299993013e-05
13.1875,0.069436947372764,0.029454420601836,0.025935405708732,0.018289555796951,0.0029508081513932,0.00031462983576023
20.78125,0.081573573558942,0.038787733619632,0.032765803550621,0.023067950559227,0.0051224019721523,0.00094246286147964
28.375,0.090484069745657,0.046695671330826,0.038586955226574,0.027121482203717,0.0072665135663933,0.0018033772866207
35.96875,0.09742811752279,0.053520460997362,0.043709776165045,0.030707567836788,0.0093633770432201,0.0028488016194888
47.359375,0.10524476253874,0.061998061266137,0.050291661213007,0.035410220178268,0.012403132050416,0.0047045603823702
58.75,0.11139829978074,0.069175913534099,0.05604285298188,0.039629158840909,0.015347186357174,0.006751804209142
70.140625,0.11640828596079,0.075360499973276,0.061139010778619,0.043475851577649,0.018204145560359,0.0089218049172541
81.53125,0.12058886103743,0.08076417638753,0.065703596666291,0.047022097813828,0.020979773298518,0.01116563278336
92.921875,0.12414317324254,0.085539457843747,0.069828045047069,0.050317992262814,0.023677786338047,0.013448379984853
110.0078125,0.12847285179308,0.091621440895836,0.075233451427827,0.054808760753778,0.027557454828138,0.016886425637052
127.09375,0.13206305946777,0.096864789916749,0.080014762631985,0.058926416783915,0.031276214246721,0.020291155270636
144.1796875,0.135090254883,0.10144170751434,0.08428829259296,0.062730208814218,0.034840561017862,0.023633520428803
160,0.13751051274115,0.10521090898499,0.087881281747898,0.06601980610656,0.038014029723859,0.026660646751226
