time,cLi_s1,cLi_s2,cLi_s3,cLi_s4,cLi_s5,cLi_s6
0,0,0,0,0,0,0
1,0.011632401208011,0.0037008889634089,0.003709348241186,0.0036871130014633,0.0021443360493295,1.3476565471293e-05
2.5,0.01891503956512,0.0061882862214007,0.0061446212935374,0.0061210769569441,0.0036534750514148,7.5595319474282e-05
4.75,0.025857695437507,0.0088596239133472,0.008612530298648,0.008568496605964,0.0052171615649243,0.0002435694050186
8.125,0.03295014094515,0.0120921849813,0.011371724059336,0.011253711636544,0.0069675844128174,0.00060258870674194
11.5,0.038348246448139,0.014924795945611,0.013665423511602,0.013432336411407,0.0084080760233142,0.001031307631503
16.5625,0.044413718277979,0.018606749204766,0.016554285265286,0.016078293838004,0.010192586369397,0.0017682365443963
24.15625,0.051127917314859,0.02327033089967,0.020206692999472,0.019288273067619,0.012421541976989,0.0029819696460366
35.546875,0.058465897759172,0.02898914167088,0.024787410195126,0.023186463328855,0.015245164247124,0.0048917101566657
46.9375,0.064225461564803,0.033822522434236,0.028757338193481,0.026522014625435,0.017759373641594,0.006814914957915
58.328125,0.068963617499509,0.038007110713133,0.032271558040791,0.02947117507175,0.020063797808807,0.0087139421994407
75.4140625,0.074626282946829,0.043259050863139,0.036796792165855,0.033304908224093,0.023193267805522,0.011456065691869
92.5,0.079322107211925,0.047769966299734,0.040761951101784,0.036709345012649,0.026071660455282,0.014072853212399
109.5859375,0.083326611017094,0.051720931578906,0.044290603085345,0.039781994201356,0.028743674854664,0.016560804831401
135.21484375,0.088267604308348,0.056735999657027,0.048850506769406,0.043829496960525,0.032373733648519,0.020015261672113
160.84375,0.092448273407399,0.061076611228643,0.052853031665944,0.047441465842882,0.035689745697628,0.023217226549133
186.47265625,0.096060740899744,0.064898765953541,0.056417934035209,0.050703865119611,0.038739519939399,0.026192970922842
224.916015625,0.10056942333295,0.069774534861111,0.061025765020834,0.054990080025746,0.042824708823686,0.030220799849368
263.359375,0.10440965644463,0.074007618210315,0.065068678254075,0.058799701174087,0.046509083166039,0.033881309077854
301.802734375,0.10774025724985,0.077742010650789,0.068666541149511,0.062225343361544,0.049859983773615,0.037230101637062
340.24609375,0.11067042016192,0.081078551048797,0.071904883509059,0.065334947924216,0.05292956625302,0.040312195702899
397.9111328125,0.11439368068322,0.085400521621687,0.07613702929957,0.069438475278908,0.057021549174597,0.044442323083047
455.576171875,0.11760379569366,0.089194378272887,0.079879566440256,0.073095203426264,0.060697661169668,0.048168799888226
513.2412109375,0.12041126520641,0.092568370732244,0.083228995123003,0.076388257489166,0.064030319599624,0.051559584301153
570.90625,0.12289535682007,0.095600881386211,0.086256080615121,0.079379805530101,0.067074960174226,0.05466732811291
657.40380859375,0.12606793220308,0.099552142744695,0.090227690985079,0.083328752939431,0.071120772211101,0.058812980940882
743.9013671875,0.12881013825662,0.10303346115921,0.09374808200025,0.08684654393895,0.074745561597773,0.06254056088511
830.39892578125,0.13121019090049,0.10613627341986,0.096902676501424,0.090012122170135,0.078023900102827,0.065923031317139
916.896484375,0.13333277143399,0.10892807060774,0.099755082471081,0.092884950249159,0.081012527749253,0.069016113663147
1046.6428222656,0.13603820675765,0.11256628235097,0.10349663323125,0.09667062857034,0.084973053004068,0.073131013228048
1176.3891601562,0.1383689013791,0.11576856962569,0.10680966720387,0.10003616455146,0.088512362751328,0.076822454267519
1306.1354980469,0.14040028680771,0.11861747599442,0.10977375770908,0.10305808033029,0.091705641402781,0.080165344867604
1435.8818359375,0.14218830988206,0.12117460393322,0.11244864003504,0.10579419642791,0.094609957756589,0.083216578471669
1565.6281738281,0.14377538371141,0.12348706420974,0.11488020259073,0.10828915823013,0.097269564143631,0.086020333416379
1760.2476806641,0.14580376290062,0.12651461485747,0.11808696158848,0.1115936108595,0.10081180277429,0.089771215488546
1800,0.14620402464868,0.12711590797683,0.11872481378765,0.11225145003852,0.101517945172,0.090519991746992
