time,cLi_s1,cLi_s2,cLi_s3,cLi_s4,cLi_s5,cLi_s6
0,0,0,0,0,0,0
1,0.020165333630001,0.0064726826023789,0.0049512496418365,9.0080090491174e-05,1.6600766603103e-07,3.123086028748e-10
2.5,0.03317039740669,0.011018153313035,0.0084219102901846,0.00037452577397923,2.8919008910643e-06,1.8825853161552e-08
4.75,0.045283627481144,0.015899337820933,0.011892513148533,0.00096625085142689,2.2353148118767e-05,4.0772011529633e-07
8.125,0.057323638229968,0.021820990315132,0.015710280207084,0.0020001966472087,0.00010683524015966,4.5772854013732e-06
13.1875,0.069424732986916,0.029216643677257,0.020165669600801,0.0036402730034612,0.0003679912113598,3.1960578947269e-05
20.78125,0.081527103857715,0.038257194936223,0.025583401787428,0.0060936655152905,0.0010028273267747,0.0001559817961566
28.375,0.090384716657181,0.045837265178924,0.030269405712232,0.0084833852667869,0.001813903528255,0.0003823853417052
35.96875,0.097260056503611,0.052319137105428,0.034444091907216,0.010793346438145,0.0027496530577992,0.00071738151269928
47.359375,0.10494845738277,0.06028295104925,0.039877347946259,0.014070256800011,0.0043279372171782,0.0014506065370308
58.75,0.11095859450902,0.066963115785341,0.044667914738654,0.017162955069891,0.0060132264660143,0.0023844028295029
70.140625,0.11581739656515,0.072672856849073,0.048940971445967,0.020082522034746,0.0077628992994549,0.0034844641293736
81.53125,0.11984419647951,0.077627045140631,0.052788106257899,0.022843091733104,0.0095491489278883,0.0047179139666423
92.921875,0.12324569393747,0.08197864164636,0.056279449915358,0.025459507666841,0.011353190641506,0.0060555970667072
104.3125,0.12616272170617,0.085840062012715,0.059470166912677,0.027946038112006,0.013161940825084,0.0074727129061651
120,0.12949774083246,0.090429064181575,0.06340017136699,0.03115617444844,0.015639981051311,0.0095253246927473
