iLi_x,iLi_y,id,x,y,z
3.0644082414376e-18,0.045089794108924,17302,17.87886751348,10,0
0,0.045711056007665,14467,17.921132486561,10,0
0,0.045711056007665,14467,17.97886751348,10,0
0,0.046205754889377,22806,18.021132486561,10,0
0,0.046205754889377,22806,18.07886751348,10,0
6.1266231848987e-18,0.046817506979736,14347,18.121132486561,10,0
6.1266231848987e-18,0.046817506979736,14347,18.178867513481,10,0
0,0.047212818637066,17272,18.221132486562,10,0
0,0.047212818637066,17272,18.278867513481,10,0
6.0397306054392e-18,0.04786194717086,19620,18.321132486562,10,0
6.0397306054392e-18,0.04786194717086,19620,18.378867513481,10,0
-3.1168570497646e-18,0.048888007932799,17273,18.421132486562,10,0
-3.1168570497646e-18,0.048888007932799,17273,18.478867513481,10,0
0,0.049612157168364,14271,18.521132486563,10,0
0,0.049612157168364,14271,18.578867513482,10,0
-5.1956723250979e-18,0.05008537480972,22287,18.621132486563,10,0
-5.1956723250979e-18,0.05008537480972,22287,18.678867513482,10,0
3.8601764351808e-18,0.050811399113167,13739,18.721132486563,10,0
3.8601764351808e-18,0.050811399113167,13739,18.778867513482,10,0
0,0.051618200041025,8965,18.821132486563,10,0
0,0.051618200041025,8965,18.878867513483,10,0
6.5530330008447e-18,0.052120183759178,21484,18.921132486564,10,0
6.5530330008447e-18,0.052120183759178,21484,18.978867513483,10,0
2.8038279588251e-18,0.053123924590974,202,19.021132486564,10,0
2.8038279588251e-18,0.053123924590974,202,19.078867513483,10,0
0,0.053430432533469,18534,19.121132486564,10,0
0,0.053430432533469,18534,19.178867513483,10,0
3.5855635929893e-18,0.05459383370797,15599,19.221132486565,10,0
3.5855635929893e-18,0.05459383370797,15599,19.278867513484,10,0
-4.2008165406539e-18,0.055370309202852,13455,19.321132486565,10,0
-4.2008165406539e-18,0.055370309202852,13455,19.378867513484,10,0
0,0.056106768645442,354,19.421132486565,10,0
0,0.056106768645442,354,19.478867513484,10,0
4.9295710250038e-18,0.056930546660829,16377,19.521132486565,10,0
4.9295710250038e-18,0.056930546660829,16377,19.578867513485,10,0
-2.837233691453e-18,0.057916961910268,3036,19.621132486566,10,0
-2.837233691453e-18,0.057916961910268,3036,19.678867513485,10,0
0,0.05871780312111,18069,19.721132486566,10,0
0,0.05871780312111,18069,19.778867513485,10,0
0,0.059804700302573,3102,19.821132486566,10,0
0,0.059804700302573,3102,19.878867513485,10,0
7.1097734043114e-18,0.060610420937097,22433,19.921132486566,10,0
7.1097734043114e-18,0.060610420937097,22433,19.978867513485,10,0
0,0.06157967285844,3135,20.021132486566,10,0
0,0.06157967285844,3135,20.078867513484,10,0
-8.1581357423898e-18,0.062488698191716,18567,20.121132486565,10,0
-8.1581357423898e-18,0.062488698191716,18567,20.178867513483,10,0
3.9326115481986e-18,0.063913664538922,17844,20.221132486564,10,0
3.9326115481986e-18,0.063913664538922,17844,20.278867513482,10,0
4.5615870314534e-18,0.064735543094984,17636,20.321132486562,10,0
4.5615870314534e-18,0.064735543094984,17636,20.378867513481,10,0
6.2594036620072e-18,0.065857288880039,5223,20.421132486561,10,0
6.2594036620072e-18,0.065857288880039,5223,20.47886751348,10,0
0,0.06681304236028,17834,20.52113248656,10,0
0,0.06681304236028,17834,20.578867513478,10,0
3.2817166117459e-18,0.068256470176645,3855,20.621132486559,10,0
3.2817166117459e-18,0.068256470176645,3855,20.678867513477,10,0
2.642158539791e-18,0.069685405393211,3963,20.721132486558,10,0
2.642158539791e-18,0.069685405393211,3963,20.778867513476,10,0
0,0.070814057858813,21595,20.821132486557,10,0
0,0.070814057858813,21595,20.878867513475,10,0
0,0.07216717512086,12302,20.921132486556,10,0
0,0.07216717512086,12302,20.978867513474,10,0
0,0.073381343840559,22587,21.021132486555,10,0
0,0.073381343840559,22587,21.078867513474,10,0
0,0.074595320730723,12522,21.121132486555,10,0
0,0.074595320730723,12522,21.178867513474,10,0
0,0.076099007647411,580,21.221132486555,10,0
0,0.076099007647411,580,21.278867513474,10,0
1.0795035974775e-17,0.077400448085843,16800,21.321132486555,10,0
1.0795035974775e-17,0.077400448085843,16800,21.378867513474,10,0
-7.7241187184026e-18,0.079124627977005,1874,21.421132486555,10,0
-7.7241187184026e-18,0.079124627977005,1874,21.478867513475,10,0
1.3016549975243e-17,0.080334895827676,5573,21.521132486556,10,0
1.3016549975243e-17,0.080334895827676,5573,21.578867513475,10,0
0,0.083540069570668,7568,21.621132486556,10,0
0,0.083540069570668,7568,21.678867513475,10,0
