time,cLi_s1,cLi_s2,cLi_s3,cLi_s4,cLi_s5,cLi_s6
0,0.12569381419895,0.12776636532185,0.13200002256864,0.13857060418389,0.14774517159429,0.15974269193786
2,0.12571692157772,0.12778874929916,0.13202079874761,0.13858852164222,0.1477582959928,0.15964521893864
5,0.12575155049563,0.12782229242349,0.13205192912746,0.13861536331741,0.14777792526723,0.15949920051434
9.5,0.12580342159747,0.12787253329907,0.13209854856325,0.13865554803844,0.14780694006931,0.15928090364199
10,0.12580918416142,0.12787811470783,0.13210372756112,0.13866001204698,0.14781015819185,0.15925665790229
