time,cLi_s1,cLi_s2,cLi_s3,cLi_s4,cLi_s5,cLi_s6
0,0,0,0,0,0,0
1,0.02014701987853,0.0027582509325804,9.656491356596e-06,1.8088148034679e-08,3.3574185818097e-11,6.3537717575245e-14
2.5,0.033105506028608,0.0050365727340026,7.0259152431474e-05,4.9492159156013e-07,3.0921984917409e-09,1.9086358103086e-11
4.75,0.04511222641261,0.0078450419229391,0.00027676800200133,5.6338422175509e-06,9.590763464553e-08,1.5720145997488e-09
8.125,0.056933322553578,0.011668877428586,0.00080471751960881,3.7743420451199e-05,1.4629706443887e-06,5.4182634446463e-08
13.1875,0.06863432987136,0.016854068708979,0.0019402011522081,0.00017448942568452,1.3215903933205e-05,9.7230573530952e-07
20.78125,0.080080235121756,0.023535780549957,0.0040623583076553,0.00060722665003216,7.9078839262719e-05,1.0407047729474e-05
28.375,0.088276439172822,0.029287288988465,0.0063691783973836,0.0012449656934777,0.00021249420615863,3.6680849968385e-05
39.765625,0.096763982757789,0.036341095655736,0.0098675229469149,0.00252844103328,0.00058607491393765,0.0001443354142448
51.15625,0.1030389089006,0.042230111478244,0.013233696695234,0.0040136465728105,0.0011239212518147,0.0003428717269831
60,0.10699766961209,0.046247211180498,0.015732668434464,0.0052415833799708,0.0016299205362946,0.00055846717727325
