time,effPlastic_strain,hard,matl_ts_min,strain_yy,stress_yy,u_z,von_mises
0,0,0,0,0,0,0,0
0.01,3.3881317890172e-21,-33.321799930279,1.7976931348623e+308,9.9999999901177e-08,0.00091282388636444,7.500000375e-10,0.00079806223265048
0.025,1.3843460928823e-18,-14.442353675534,1.7976931348623e+308,2.4999999979716e-07,0.0022822281194549,1.875000234375e-09,0.0019950722071673
0.0475,9.9443300277331e-17,-7.4060283567811,1.7976931348623e+308,4.749999997198e-07,0.0043390957284948,3.5625008460939e-09,0.0037892893828057
0.08125,3.5428121735095e-15,-3.9177231138123,1.7976931348623e+308,8.1249999965801e-07,0.0074165789556365,6.0937524755866e-09,0.0064843129318431
0.131875,9.0595564333713e-14,-1.9933229452417,1.7976931348623e+308,1.3187499996344e-06,0.012037676614643,9.8906315216338e-09,0.010524538508063
