time,effPlastic_strain,hard,matl_ts_min,strain_yy,stress_yy,u_z,von_mises
0,0,0,0,0,0,0,0
0.05,0,0,49249.317472957,4.9999999843804e-05,0.39049920466361,3.7500937523438e-07,0.39049920629219
0.125,0,0,776.7567609896,0.00012499999931643,0.97616461929988,9.375585965333e-07,0.9761793224689
0.220625,9.2653606165121e-05,0.00092653606165121,0.017905400289527,0.00022061550953343,0.99981917499404,1.6548700470278e-06,1.0002167820014
0.23853040028953,0.00011050258387363,0.0011050258387363,0.021931422605164,0.00023851773859998,1.000340038382,1.7891913828485e-06,1.000774485182
0.26046182289469,0.0001324100536593,0.001324100536593,0.022250383449243,0.00026044467284635,1.0006205154611,1.9537180960519e-06,1.0010962147354
0.28271220634393,0.00015463159674558,0.0015463159674558,0.023107762243578,0.00028269002808132,1.0009381396744,2.1206412999507e-06,1.0014416379467
0.30581996858751,0.00017771131490856,0.0017771131490856,0.024158757641418,0.00030579215658582,1.0012464645863,2.2940005230243e-06,1.0017654250262
0.32997872622893,0.00020185001639133,0.0020185001639133,0.025045789373406,0.00032994464471553,1.0014899007328,2.4752488149044e-06,1.0020185001639
0.35502451560234,0.00022687252323437,0.0022687252323437,0.026836574533978,0.00035498375752543,1.0017507546567,2.6631565829146e-06,1.0022687252323
0.38186109013631,0.00025368144616707,0.0025368144616707,0.028317900059667,0.00038181299828063,1.0020384567382,2.8645050636713e-06,1.0025368144617
0.41017899019598,0.00028196874547036,0.0028196874547036,0.029409338596845,0.00041012296682015,1.0023414722709,3.0769734392159e-06,1.0028196874547
0.43958832879283,0.00031134267783089,0.0031134267783089,0.031925700825064,0.00043952423355933,1.0026707124441,3.2976372152338e-06,1.0031134267783
0.47151402961789,0.00034322760099066,0.0034322760099066,0.034112337087116,0.00047144132365054,1.003030821635,3.5371890747314e-06,1.0034322760099
0.505626366705,0.00037729333402951,0.0037729333402951,0.037685725130256,0.00050554504318139,1.0034230872838,3.7931566304966e-06,1.0037729333403
0.54331209183526,0.00041492616385067,0.0041492616385067,0.040713166373855,0.00054322179025768,1.0038507379561,4.0759478454276e-06,1.0041492616385
0.58402525820912,0.00045558094707353,0.0045558094707353,0.044769776169909,0.00058392617140615,1.0043082780901,4.3814687573361e-06,1.0045558094707
0.62879503437902,0.00050028557792717,0.0050028557792717,0.050050278824329,0.00062868755682718,1.0048064565718,4.7174457567935e-06,1.0050028557793
0.6713377713797,0.00054276694768734,0.0054276694768734,0.055986175567044,0.00067122391216688,1.0052719059248,5.0367237688329e-06,1.0054276694769
0.71388050838038,0.0005852487690715,0.005852487690715,0.062704944163867,0.0007137616691045,1.005731599807,5.3560153641218e-06,1.0058524876907
0.75238918221502,0.0006237034597496,0.006237034597496,0.067756216895007,0.00075226697003772,1.0061397095153,5.645042235951e-06,1.0062370345975
0.79089785604965,0.00066215875452251,0.0066215875452251,0.070194904821337,0.00079077268699138,1.0065412058841,5.934080238036e-06,1.0066215875452
0.8263715650277,0.00069758387350018,0.0069758387350018,0.078300611353301,0.00082624476761742,1.0069105791125,6.2003482819643e-06,1.006975838735
0.86184527400574,0.0007330094227475,0.007330094227475,0.077627254576804,0.00086171686791135,1.0072743622457,6.4666257715751e-06,1.0073300942275
0.90028990611069,0.00077140178128541,0.0077140178128541,0.075506339812005,0.00090015937867239,1.0076648129144,6.7552146667579e-06,1.0077140178129
0.93873453821565,0.00080979434299245,0.0080979434299245,0.078844638081929,0.00093860230813484,1.0080551796172,7.0438146568479e-06,1.0080979434299
0.97414925275283,0.00084516163835264,0.0084516163835264,0.08581259952725,0.00097401629936534,1.0084153117102,7.3096791783201e-06,1.0084516163835
