id,potEn,potLi,x,y,z
14350,-0.0077115823733385,0.0038866414186922,0.30211324865331,0,0
14350,-0.0077118700333678,0.003886662099985,0.30788675134519,0,0
14663,-0.0077085899556722,0.0038863808245783,0.78211324865348,0,0
14663,-0.0077084493590537,0.0038863661686047,0.78788675134539,0,0
14666,-0.0077084492986632,0.0038863661649822,0.21211324865357,0,0
14666,-0.0077085898728399,0.0038863808198168,0.21788675134545,0,0
15305,-0.0077106970154946,0.0038865722016944,0.28211324865337,0,0
15305,-0.0077109505367546,0.0038865917686112,0.28788675134525,0,0
19980,-0.0077097806454927,0.0038864940987923,0.74211324865337,0,0
19980,-0.0077095789940789,0.00388647651447,0.74788675134528,0,0
25157,-0.0077074854296544,0.0038862569807861,0.16211324865372,0,0
25157,-0.0077075780492744,0.0038862679660907,0.1678867513456,0,0
25158,-0.0077075780463313,0.0038862679664193,0.83211324865361,0,0
25158,-0.0077074854247964,0.0038862569809639,0.83788675134552,0,0
25164,-0.0077095778866721,0.0038864765199646,0.25211324865346,0,0
25164,-0.0077097761215275,0.003886494087295,0.25788675134534,0,0
25217,-0.007718415728408,0.0038870617524061,0.58211324865295,0,0
25217,-0.0077180569647908,0.0038870436392581,0.58788675134486,0,0
26851,-0.0077152838263027,0.0038868870173681,0.63211324865308,0,0
26851,-0.0077149072105087,0.0038868652172361,0.63788675134499,0,0
33483,-0.0077197120804393,0.0038871282427595,0.4421132486529,0,0
33483,-0.0077199894940308,0.0038871414299059,0.44788675134478,0,0
42019,-0.0077118748954363,0.0038866620869265,0.69211324865324,0,0
42019,-0.0077115876147191,0.0038866414180757,0.69788675134515,0,0
42122,-0.0077189959239533,0.0038870912598535,0.57211324865293,0,0
42122,-0.0077186673217573,0.0038870745123062,0.57788675134484,0,0
47430,-0.0077066599693713,0.0038861460978564,0.082113248653894,0,0
47430,-0.0077066984781475,0.0038861515946557,0.087886751345781,0,0
47431,-0.0077066984694105,0.0038861515940819,0.91211324865382,0,0
47431,-0.0077066599607988,0.0038861460972658,0.91788675134573,0,0
47745,-0.007710947153017,0.0038865917426052,0.71211324865329,0,0
47745,-0.0077106988037803,0.0038865721701177,0.71788675134521,0,0
50303,-0.0077210585368388,0.0038871934300559,0.48211324865279,0,0
50303,-0.0077211425438365,0.0038871973618204,0.48788675134467,0,0
51568,-0.0077064976800872,0.003886121386616,0.95211324865393,0,0
51568,-0.0077064790815559,0.0038861185110634,0.95788675134584,0,0
51569,-0.0077064790891335,0.0038861185117191,0.042113248653969,0,0
51569,-0.0077064976877836,0.0038861213872663,0.047886751345852,0,0
54620,-0.0077064442200915,0.0038861130399605,0.97211324865398,0,0
54620,-0.0077064338495066,0.0038861114478611,0.97788675134589,0,0
54621,-0.0077064338567828,0.0038861114485287,0.02211324865401,0,0
54621,-0.0077064442274389,0.0038861130406256,0.027886751345895,0,0
58520,-0.0077073370676894,0.0038862388792472,0.15211324865375,0,0
58520,-0.0077074208588334,0.0038862491869899,0.15788675134563,0,0
58521,-0.007707420852857,0.0038862491870709,0.84211324865364,0,0
58521,-0.0077073370605726,0.0038862388792146,0.84788675134555,0,0
58717,-0.0077207283570433,0.0038871775630549,0.53211324865282,0,0
