iEn_x,iEn_y,iLi_x,iLi_y,id,x,y,z
-5.9951994497276e-19,0.0078702736044823,-0.010482102941548,0.19238422119605,14349,0.69788675134666,1,0
-5.9951994497276e-19,0.0078702736044823,-0.010482102941548,0.19238422119605,14349,0.6921132486548,1,0
0,0.0076992161900749,0.0074335548573279,0.19244782220035,14664,0.21788675134685,1,0
0,0.0076992161900749,0.0074335548573279,0.19244782220035,14664,0.21211324865493,1,0
0,0.0076992163540199,-0.0074330775707843,0.19244765421372,14665,0.78788675134603,1,0
0,0.0076992163540199,-0.0074330775707843,0.19244765421372,14665,0.78211324865418,1,0
0,0.0078184391687888,-0.0099192772852197,0.19243171865718,15304,0.71788675134652,1,0
0,0.0078184391687888,-0.0099192772852197,0.19243171865718,15304,0.71211324865466,1,0
-1.0950598004297e-18,0.0077523692174434,0.0089160894660748,0.19243881391406,19979,0.25788675134702,1,0
-1.0950598004297e-18,0.0077523692174434,0.0089160894660748,0.19243881391406,19979,0.2521132486551,1,0
0,0.0076577519601781,0.005575474048447,0.19248676939648,25155,0.16788675134665,1,0
0,0.0076577519601781,0.005575474048447,0.19248676939648,25155,0.16211324865473,1,0
0,0.0076577529664534,-0.0055754456061985,0.19248675998584,25156,0.83788675134569,1,0
0,0.0076577529664534,-0.0055754456061985,0.19248675998584,25156,0.83211324865383,1,0
0,0.0077639452350408,-0.0089068948788129,0.192363702466,25165,0.74788675134631,1,0
0,0.0077639452350408,-0.0089068948788129,0.192363702466,25165,0.74211324865445,1,0
1.198376884363e-18,0.0082707036994657,0.0091787218830482,0.1918361533611,25218,0.41788675134769,1,0
1.198376884363e-18,0.0082707036994657,0.0091787218830482,0.1918361533611,25218,0.41211324865577,1,0
5.7323406881449e-19,0.0080674544899102,0.011047355729958,0.19215325283978,26850,0.36788675134748,1,0
5.7323406881449e-19,0.0080674544899102,0.011047355729958,0.19215325283978,26850,0.36211324865556,1,0
6.505293385993e-19,0.0083898622863077,-0.0066828188705366,0.19154964244811,33482,0.55788675134763,1,0
6.505293385993e-19,0.0083898622863077,-0.0066828188705366,0.19154964244811,33482,0.55211324865577,1,0
0,0.0078749815848698,0.010476388103031,0.19233915402805,42020,0.30788675134723,1,0
0,0.0078749815848698,0.010476388103031,0.19233915402805,42020,0.30211324865531,1,0
1.1657152303457e-18,0.0083123563875863,0.0084850305806479,0.19177606574206,42123,0.42788675134773,1,0
1.1657152303457e-18,0.0083123563875863,0.0084850305806479,0.19177606574206,42123,0.42211324865581,1,0
0,0.0076287317118845,0.0027917079946094,0.19243748948283,47428,0.087886751346314,1,0
0,0.0076287317118845,0.0027917079946094,0.19243748948283,47428,0.082113248654394,1,0
0,0.0076287320288816,-0.0027917092592644,0.19243748939657,47429,0.91788675134561,1,0
0,0.0076287320288816,-0.0027917092592644,0.19243748939657,47429,0.91211324865369,1,0
5.4828317760347e-19,0.0078130500254634,0.0099211460126407,0.19241334030284,47744,0.28788675134715,1,0
5.4828317760347e-19,0.0078130500254634,0.0099211460126407,0.19241334030284,47744,0.28211324865523,1,0
1.155661158117e-18,0.0084821399185727,-0.0019921684154027,0.19147802280089,50304,0.5178867513479,1,0
1.155661158117e-18,0.0084821399185727,-0.0019921684154027,0.19147802280089,50304,0.51211324865605,1,0
0,0.0076239767924765,-0.0014606227074498,0.19243118549783,51570,0.95788675134577,1,0
0,0.0076239767924765,-0.0014606227074498,0.19243118549783,51570,0.95211324865385,1,0
0,0.0076239765411933,0.0014606216666158,0.1924311854169,51571,0.047886751346147,1,0
0,0.0076239765411933,0.0014606216666158,0.1924311854169,51571,0.042113248654227,1,0
-5.2637528052173e-19,0.0076226926131305,-0.00080879074379298,0.19245191817524,54622,0.97788675134586,1,0
-5.2637528052173e-19,0.0076226926131305,-0.00080879074379298,0.19245191817524,54622,0.97211324865394,1,0
5.2637526571543e-19,0.0076226923777418,0.00080879012895147,0.19245191805284,54623,0.027886751346064,1,0
5.2637526571543e-19,0.0076226923777418,0.00080879012895147,0.19245191805284,54623,0.022113248654144,1,0
-5.6203103239793e-19,0.0076515809553129,0.0052318992192786,0.19247576418324,58518,0.15788675134661,1,0
-5.6203103239793e-19,0.0076515809553129,0.0052318992192786,0.19247576418324,58518,0.15211324865468,1,0
0,0.0076515817836668,-0.0052318819896424,0.19247575880271,58519,0.84788675134562,1,0
0,0.0076515817836668,-0.0052318819896424,0.19247575880271,58519,0.84211324865376,1,0
0,0.0084450561252074,0.0044817641757788,0.19157093151112,58718,0.4678867513479,1,0
0,0.0084450561252074,0.0044817641757788,0.19157093151112,58718,0.46211324865597,1,0
5.3358925115121e-19,0.0076435342449793,-0.004487425103757,0.19247468584566,60355,0.86788675134548,1,0
5.3358925115121e-19,0.0076435342449793,-0.004487425103757,0.19247468584566,60355,0.86211324865362,1,0
0,0.0076435336324104,0.0044874300350606,0.19247468810119,60356,0.13788675134652,1,0
0,0.0076435336324104,0.0044874300350606,0.19247468810119,60356,0.1321132486546,1,0
0,0.008472975162565,-0.0032897680796173,0.1916484256877,61154,0.52788675134784,1,0
0,0.008472975162565,-0.0032897680796173,0.1916484256877,61154,0.52211324865598,1,0
0,0.0083207587323543,-0.0084888326511434,0.19173950665163,63198,0.57788675134749,1,0
